‡(­ûn type t_tot t_blk lambda s feed x y z
10 0 0.006000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.012000 0.006000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.018000 0.012000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.024000 0.018000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.030000 0.024000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.036000 0.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.042000 0.036000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.048000 0.042000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.054000 0.048000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.060000 0.054000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.066000 0.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.072000 0.066000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.078000 0.072000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.084000 0.078000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.090000 0.084000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.096000 0.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.102000 0.096000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.108000 0.102000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.114000 0.108000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.120000 0.114000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.126000 0.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.132000 0.126000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.138000 0.132000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.144000 0.138000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.150000 0.144000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.156000 0.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.162000 0.156000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.168000 0.162000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.174000 0.168000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.180000 0.174000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.186000 0.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.192000 0.186000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.198000 0.192000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.204000 0.198000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.210000 0.204000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.216000 0.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.222000 0.216000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.228000 0.222000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.234000 0.228000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.240000 0.234000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.246000 0.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.252000 0.246000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.258000 0.252000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.264000 0.258000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.270000 0.264000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.276000 0.270000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.282000 0.276000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.288000 0.282000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.294000 0.288000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.300000 0.294000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.306000 0.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.312000 0.306000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.318000 0.312000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.324000 0.318000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.330000 0.324000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.336000 0.330000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.342000 0.336000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.348000 0.342000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.354000 0.348000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.360000 0.354000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.366000 0.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.372000 0.366000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.378000 0.372000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.384000 0.378000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.390000 0.384000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.396000 0.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.402000 0.396000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.408000 0.402000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.414000 0.408000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.420000 0.414000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.426000 0.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.432000 0.426000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.438000 0.432000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.444000 0.438000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.450000 0.444000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.456000 0.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.462000 0.456000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.468000 0.462000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.474000 0.468000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.480000 0.474000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.486000 0.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.492000 0.486000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.498000 0.492000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.504000 0.498000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.510000 0.504000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.516000 0.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.522000 0.516000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.528000 0.522000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.534000 0.528000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.540000 0.534000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.546000 0.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.552000 0.546000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.558000 0.552000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.564000 0.558000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.570000 0.564000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.576000 0.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.582000 0.576000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.588000 0.582000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.594000 0.588000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.600000 0.594000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.606000 0.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.612000 0.606000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.618000 0.612000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.624000 0.618000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.630000 0.624000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.636000 0.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.642000 0.636000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.648000 0.642000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.654000 0.648000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.660000 0.654000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.666000 0.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.672000 0.666000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.678000 0.672000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.684000 0.678000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.690000 0.684000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.696000 0.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.702000 0.696000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.708000 0.702000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.714000 0.708000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.720000 0.714000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.726000 0.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.732000 0.726000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.738000 0.732000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.744000 0.738000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.750000 0.744000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.756000 0.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.762000 0.756000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.768000 0.762000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.774000 0.768000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.780000 0.774000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.786000 0.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.792000 0.786000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.798000 0.792000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.804000 0.798000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.810000 0.804000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.816000 0.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.822000 0.816000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.828000 0.822000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.834000 0.828000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.840000 0.834000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.846000 0.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.852000 0.846000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.858000 0.852000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.864000 0.858000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.870000 0.864000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.876000 0.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.882000 0.876000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.888000 0.882000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.894000 0.888000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.900000 0.894000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.906000 0.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.912000 0.906000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.918000 0.912000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.924000 0.918000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.930000 0.924000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.936000 0.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.942000 0.936000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.948000 0.942000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.954000 0.948000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.960000 0.954000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.966000 0.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.972000 0.966000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.978000 0.972000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.984000 0.978000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.990000 0.984000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 0.996000 0.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.002000 0.996000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.008000 1.002000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.014000 1.008000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.020000 1.014000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.026000 1.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.032000 1.026000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.038000 1.032000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.044000 1.038000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.050000 1.044000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.056000 1.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.062000 1.056000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.068000 1.062000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.074000 1.068000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.080000 1.074000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.086000 1.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.092000 1.086000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.098000 1.092000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.104000 1.098000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.110000 1.104000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.116000 1.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.122000 1.116000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.128000 1.122000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.134000 1.128000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.140000 1.134000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.146000 1.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.152000 1.146000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.158000 1.152000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.164000 1.158000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.170000 1.164000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.176000 1.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.182000 1.176000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.188000 1.182000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.194000 1.188000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.200000 1.194000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.206000 1.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.212000 1.206000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.218000 1.212000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.224000 1.218000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.230000 1.224000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.236000 1.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.242000 1.236000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.248000 1.242000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.254000 1.248000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.260000 1.254000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.266000 1.260000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.272000 1.266000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.278000 1.272000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.284000 1.278000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.290000 1.284000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.296000 1.290000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.302000 1.296000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.308000 1.302000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.314000 1.308000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.320000 1.314000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.326000 1.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.332000 1.326000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.338000 1.332000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.344000 1.338000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.350000 1.344000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.356000 1.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.362000 1.356000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.368000 1.362000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.374000 1.368000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.380000 1.374000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.386000 1.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.392000 1.386000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.398000 1.392000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.404000 1.398000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.410000 1.404000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.416000 1.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.422000 1.416000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.428000 1.422000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.434000 1.428000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.440000 1.434000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.446000 1.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.452000 1.446000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.458000 1.452000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.464000 1.458000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.470000 1.464000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.476000 1.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.482000 1.476000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.488000 1.482000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.494000 1.488000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.500000 1.494000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.506000 1.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.512000 1.506000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.518000 1.512000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.524000 1.518000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.530000 1.524000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.536000 1.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10 0 1.542000 1.536000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
20 1 1.554000 0.000000 0.000000 0.000000 0.000000 100.000000 100.000000 500.000000
20 1 1.560000 0.006000 0.000004 0.001800 35.999815 100.000000 100.000000 499.998200
20 1 1.566000 0.012000 0.000018 0.007200 71.999630 100.000000 100.000000 499.992800
20 1 1.572000 0.018000 0.000040 0.016200 107.999445 100.000000 100.000000 499.983800
20 1 1.578000 0.024000 0.000071 0.028528 129.999332 100.000000 100.000000 499.971472
20 1 1.584000 0.030000 0.000104 0.041528 129.999332 100.000000 100.000000 499.958472
20 1 1.590000 0.036000 0.000136 0.054527 129.999332 100.000000 100.000000 499.945473
20 1 1.596000 0.042000 0.000169 0.067527 129.999332 100.000000 100.000000 499.932473
20 1 1.602000 0.048000 0.000201 0.080527 129.999332 100.000000 100.000000 499.919473
20 1 1.608000 0.054000 0.000234 0.093527 129.999332 100.000000 100.000000 499.906473
20 1 1.614000 0.060000 0.000266 0.106527 129.999332 100.000000 100.000000 499.893473
20 1 1.620000 0.066000 0.000299 0.119527 129.999332 100.000000 100.000000 499.880473
20 1 1.626000 0.072000 0.000331 0.132527 129.999332 100.000000 100.000000 499.867473
20 1 1.632000 0.078000 0.000364 0.145527 129.999332 100.000000 100.000000 499.854473
20 1 1.638000 0.084000 0.000396 0.158527 129.999332 100.000000 100.000000 499.841473
20 1 1.644000 0.090000 0.000429 0.171527 129.999332 100.000000 100.000000 499.828473
20 1 1.650000 0.096000 0.000461 0.184527 129.999332 100.000000 100.000000 499.815473
20 1 1.656000 0.102000 0.000494 0.197527 129.999332 100.000000 100.000000 499.802473
20 1 1.662000 0.108000 0.000526 0.210527 129.999332 100.000000 100.000000 499.789473
20 1 1.668000 0.114000 0.000559 0.223527 129.999332 100.000000 100.000000 499.776473
20 1 1.674000 0.120000 0.000591 0.236527 129.999332 100.000000 100.000000 499.763473
20 1 1.680000 0.126000 0.000624 0.249526 129.999332 100.000000 100.000000 499.750474
20 1 1.686000 0.132000 0.000656 0.262526 129.999332 100.000000 100.000000 499.737474
20 1 1.692000 0.138000 0.000689 0.275526 129.999332 100.000000 100.000000 499.724474
20 1 1.698000 0.144000 0.000721 0.288526 129.999332 100.000000 100.000000 499.711474
20 1 1.704000 0.150000 0.000754 0.301526 129.999332 100.000000 100.000000 499.698474
20 1 1.710000 0.156000 0.000786 0.314526 129.999332 100.000000 100.000000 499.685474
20 1 1.716000 0.162000 0.000819 0.327526 129.999332 100.000000 100.000000 499.672474
20 1 1.722000 0.168000 0.000851 0.340526 129.999332 100.000000 100.000000 499.659474
20 1 1.728000 0.174000 0.000884 0.353526 129.999332 100.000000 100.000000 499.646474
20 1 1.734000 0.180000 0.000916 0.366526 129.999332 100.000000 100.000000 499.633474
20 1 1.740000 0.186000 0.000949 0.379526 129.999332 100.000000 100.000000 499.620474
20 1 1.746000 0.192000 0.000981 0.392526 129.999332 100.000000 100.000000 499.607474
20 1 1.752000 0.198000 0.001014 0.405526 129.999332 100.000000 100.000000 499.594474
20 1 1.758000 0.204000 0.001046 0.418526 129.999332 100.000000 100.000000 499.581474
20 1 1.764000 0.210000 0.001079 0.431526 129.999332 100.000000 100.000000 499.568474
20 1 1.770000 0.216000 0.001111 0.444525 129.999332 100.000000 100.000000 499.555475
20 1 1.776000 0.222000 0.001144 0.457525 129.999332 100.000000 100.000000 499.542475
20 1 1.782000 0.228000 0.001176 0.470525 129.999332 100.000000 100.000000 499.529475
20 1 1.788000 0.234000 0.001209 0.483525 129.999332 100.000000 100.000000 499.516475
20 1 1.794000 0.240000 0.001241 0.496525 129.999332 100.000000 100.000000 499.503475
20 1 1.800000 0.246000 0.001274 0.509525 129.999332 100.000000 100.000000 499.490475
20 1 1.806000 0.252000 0.001306 0.522525 129.999332 100.000000 100.000000 499.477475
20 1 1.812000 0.258000 0.001339 0.535525 129.999332 100.000000 100.000000 499.464475
20 1 1.818000 0.264000 0.001371 0.548525 129.999332 100.000000 100.000000 499.451475
20 1 1.824000 0.270000 0.001404 0.561525 129.999332 100.000000 100.000000 499.438475
20 1 1.830000 0.276000 0.001436 0.574525 129.999332 100.000000 100.000000 499.425475
20 1 1.836000 0.282000 0.001469 0.587525 129.999332 100.000000 100.000000 499.412475
20 1 1.842000 0.288000 0.001501 0.600525 129.999332 100.000000 100.000000 499.399475
20 1 1.848000 0.294000 0.001534 0.613525 129.999332 100.000000 100.000000 499.386475
20 1 1.854000 0.300000 0.001566 0.626525 129.999332 100.000000 100.000000 499.373475
20 1 1.860000 0.306000 0.001599 0.639524 129.999332 100.000000 100.000000 499.360476
20 1 1.866000 0.312000 0.001631 0.652524 129.999332 100.000000 100.000000 499.347476
20 1 1.872000 0.318000 0.001664 0.665524 129.999332 100.000000 100.000000 499.334476
20 1 1.878000 0.324000 0.001696 0.678524 129.999332 100.000000 100.000000 499.321476
20 1 1.884000 0.330000 0.001729 0.691524 129.999332 100.000000 100.000000 499.308476
20 1 1.890000 0.336000 0.001761 0.704524 129.999332 100.000000 100.000000 499.295476
20 1 1.896000 0.342000 0.001794 0.717524 129.999332 100.000000 100.000000 499.282476
20 1 1.902000 0.348000 0.001826 0.730524 129.999332 100.000000 100.000000 499.269476
20 1 1.908000 0.354000 0.001859 0.743524 129.999332 100.000000 100.000000 499.256476
